"CASE_KEY","DELIVERY_COMPANY","PRODUCT_TYPE","FACTORY","ORDERED_QUANTITY","DELIVERED_QUANTITY","MIN_ORDER_TOLERANCE","MAX_ORDER_TOLERANCE","CUST_MARKET","CUST_ID","CUST_NAME","CUST_ADDR_CODE","DAYS_TO_DEL_DEADLINE","ORDER_TOLERANCE_MET","ORDER_DATE_MET","X_CEL_O2C_CASES.SAL_ORD_POS_QUAN","DELIVERED_QUANTITY_UNIT","WAREHOUSE_TYPE","DELIVERED_DATE","PROMISED_DATE","CUST_COUNTRY","ORDER_VALUE","UNIT_PRICE"
"15954391","UPS","Pallets","Essen",25,25,0,0,"Retail","67555","Becker",1,0,1,1,25,"kg","Non-automated","2018-03-12 00:00:01","2018-03-12 00:00:01"," DE","246,2","9,85"
"15915191","UPS","Pallets","Essen",25,25,0,0,"Retail","67555","Becker",1,0,1,1,25,"kg","Non-automated","2018-03-12 00:00:01","2018-03-12 00:00:01"," DE","246,2","9,85"
"15915791","UPS","Pallets","Aachen",439,439,0,0,"Retail","67555","Becker",1,0,1,1,439,"kg","Non-automated","2018-03-12 00:00:01","2018-03-12 00:00:01"," DE","4624,32","10,53"
"15915891","UPS","Pallets","Aachen",146,146,0,0,"Retail","67555","Becker",1,0,1,1,146,"kg","Non-automated","2018-03-12 00:00:01","2018-03-12 00:00:01"," DE","1541,44","10,56"
"15915491","UPS","Pallets","Aachen",156,156,0,0,"Retail","67555","Becker",1,0,1,1,156,"kg","Non-automated","2018-03-12 00:00:01","2018-03-12 00:00:01"," DE","1137,66","7,29"
"15911392","UPS","Pallets","Crefeld",52,52,0,0,"Retail","22069","Pietsch",1,-4,1,1,52,"kg","Non-automated","2018-03-27 00:00:01","2018-03-23 00:00:01"," DE","1011,4","19,45"
"15911992","UPS","Crates","Essen",2000,1870,-20,20,"Retail","91595","Jürgens",1,0,0,1,1870,"kg","Non-automated","2018-03-15 00:00:01","2018-03-15 00:00:01"," DE","10116,7","5,41"
"15911993","UPS","Crates","Essen",1000,1125,-20,20,"Retail","91595","Jürgens",1,0,0,1,1125,"kg","Non-automated","2018-03-08 00:00:01","2018-03-08 00:00:01"," DE","6030,0","5,36"
"15911491","UPS","Crates","Duisburg",2244,2244,-20,20,"Retail","91595","Jürgens",2,0,1,1,2244,"kg","Non-automated","2018-03-13 00:00:01","2018-03-13 00:00:01"," DE","6485,16","2,89"
"15916191","UPS","Pallets","Aachen",189,189,0,0,"Retail","35755","Graf KG",1,0,1,1,189,"kg","Non-automated","2018-04-12 00:00:01","2018-04-12 00:00:01"," DE","1291,12","6,83"
"15916691","UPS","Pallets","Aachen",177,177,0,0,"Retail","35755","Graf KG",1,0,1,1,177,"kg","Non-automated","2018-04-19 00:00:01","2018-04-19 00:00:01"," DE","1188,48","6,71"
"15916391","UPS","Pallets","Crefeld",345,344,0,0,"Retail","38955","Adam KG",6,0,0,1,344,"kg","Non-automated","2018-04-11 00:00:01","2018-04-11 00:00:01"," SE","5185,0","15,07"
"15916392","UPS","Pallets","Crefeld",345,344,0,0,"Retail","38955","Adam KG",6,0,0,1,344,"kg","Non-automated","2018-04-11 00:00:01","2018-04-11 00:00:01"," SE","5185,0","15,07"
"15916291","UPS","Pallets","Crefeld",40,40,0,0,"Retail","38955","Adam KG",6,0,1,1,40,"kg","Non-automated","2018-04-11 00:00:01","2018-04-11 00:00:01"," SE","596,22","14,91"
"15916292","UPS","Pallets","Crefeld",40,40,0,0,"Retail","38955","Adam KG",6,0,1,1,40,"kg","Non-automated","2018-04-11 00:00:01","2018-04-11 00:00:01"," SE","596,22","14,91"
"15916491","UPS","Crates","Aachen",4000,4181,-20,20,"Retail","38955","Adam KG",1,9,0,0,4181,"kg","Non-automated","2018-05-23 00:00:01","2018-06-01 00:00:01"," SE","26465,73","6,33"
"15917391","UPS","Pallets","Essen",25,25,0,0,"Retail","67555","Becker",1,0,1,1,25,"kg","Non-automated","2018-03-12 00:00:01","2018-03-12 00:00:01"," DE","246,2","9,85"
"15917091","UPS","Crates","Aachen",2047,2156,-20,20,"Retail","67655","Voigt",3,-1,0,1,2156,"kg","Non-automated","2018-03-21 00:00:01","2018-03-20 00:00:01"," DE","24837,12","11,52"
"15913591","UPS","Crates","Aachen",5056,3931,-20,20,"Retail","35955","Pietsch AG",1,0,0,1,3931,"kg","Non-automated","2018-05-03 00:00:01","2018-05-03 00:00:01"," DE","20416,56","5,19"
"15913791","UPS","Pallets","Crefeld",280,280,0,0,"Retail","35955","Pietsch AG",1,0,1,1,280,"kg","Non-automated","2018-04-19 00:00:01","2018-04-19 00:00:01"," DE","2256,3","8,06"
"15913393","UPS","Pallets","Crefeld",342,342,0,0,"Retail","35955","Pietsch AG",1,-1,1,1,342,"kg","Non-automated","2018-04-24 00:00:01","2018-04-23 00:00:01"," DE","2828,0","8,27"
"15913992","UPS","Pallets","Essen",1546,1546,0,0,"Retail","35955","Pietsch AG",1,0,1,1,710,"kg","Non-automated","2018-05-08 00:00:01","2018-05-08 00:00:01"," DE","4585,24","6,46"
"15913994","UPS","Pallets","Essen",364,364,0,0,"Retail","35955","Pietsch AG",1,0,1,1,364,"kg","Non-automated","2018-05-03 00:00:01","2018-05-03 00:00:01"," DE","1861,84","5,11"
"15913891","UPS","Pallets","Essen",905,905,0,0,"Retail","35955","Pietsch AG",1,0,1,1,905,"kg","Non-automated","2018-04-26 00:00:01","2018-04-26 00:00:01"," DE","5392,8","5,96"
"15913894","UPS","Pallets","Essen",542,543,0,0,"Retail","35955","Pietsch AG",1,0,0,1,543,"kg","Non-automated","2018-04-26 00:00:01","2018-04-26 00:00:01"," DE","2778,0","5,12"
"15919592","DHL","Pallets","Aachen",258,239,0,10,"Retail","46309","Wenzel AG & Co. KG",1,0,0,1,239,"kg","Non-automated","2018-03-20 00:00:01","2018-03-20 00:00:01"," CZ","812,52","3,4"
"15919593","DHL","Pallets","Essen",3584,3585,0,0,"Retail","46309","Wenzel AG & Co. KG",1,0,0,1,3585,"kg","Non-automated","2018-03-20 00:00:01","2018-03-20 00:00:01"," CZ","12185,0","3,4"
"15919791","UPS","Pallets","Aachen",31,31,0,0,"Retail","67555","Becker",1,-3,1,1,31,"kg","Non-automated","2018-03-26 00:00:01","2018-03-23 00:00:01"," DE","240,6","7,76"
"15919391","UPS","Pallets","Aachen",309,309,0,0,"Retail","67555","Becker",1,-2,1,1,309,"kg","Non-automated","2018-03-14 00:00:01","2018-03-12 00:00:01"," DE","1947,24","6,3"
"15919991","UPS","Pallets","Aachen",34,34,0,0,"Retail","67555","Becker",1,0,1,1,34,"kg","Non-automated","2018-03-14 00:00:01","2018-03-14 00:00:01"," DE","268,45","7,9"
"15910991","UPS","Pallets","Aachen",36,36,0,0,"Retail","67555","Becker",1,0,1,1,36,"kg","Non-automated","2018-03-14 00:00:01","2018-03-14 00:00:01"," DE","280,7","7,8"
"15910091","UPS","Pallets","Aachen",15,15,0,0,"Retail","67555","Becker",1,0,1,1,15,"kg","Non-automated","2018-03-19 00:00:01","2018-03-19 00:00:01"," DE","120,3","8,02"
"15918591","UPS","Pallets","Aachen",82,82,0,0,"Retail","67555","Becker",1,-2,1,1,82,"kg","Non-automated","2018-03-14 00:00:01","2018-03-12 00:00:01"," DE","646,83","7,89"
"15918191","UPS","Pallets","Aachen",9,9,0,0,"Retail","67555","Becker",1,-2,1,1,9,"kg","Non-automated","2018-03-14 00:00:01","2018-03-12 00:00:01"," DE","71,87","7,99"
"15918891","UPS","Pallets","Essen",26,26,0,0,"Retail","67555","Becker",1,0,1,1,26,"kg","Non-automated","2018-03-19 00:00:01","2018-03-19 00:00:01"," DE","199,78","7,68"
"15912691","UPS","Pallets","Aachen",561,560,0,0,"Retail","67555","Becker",1,0,0,1,560,"kg","Non-automated","2018-03-14 00:00:01","2018-03-14 00:00:01"," DE","6960,14","12,43"
"15912391","UPS","Pallets","Aachen",1024,1024,0,0,"Retail","67555","Becker",1,-2,1,1,1024,"kg","Non-automated","2018-03-14 00:00:01","2018-03-12 00:00:01"," DE","15332,8","14,97"
"15914191","UPS","Pallets","Aachen",7,7,0,0,"Retail","67555","Becker",1,-2,1,1,7,"kg","Non-automated","2018-03-14 00:00:01","2018-03-12 00:00:01"," DE","51,63","7,38"
"15914391","UPS","Pallets","Aachen",366,366,0,0,"Retail","67555","Becker",1,0,1,1,366,"kg","Non-automated","2018-03-14 00:00:01","2018-03-14 00:00:01"," DE","3511,8","9,6"
"15914991","UPS","Pallets","Essen",25,25,0,0,"Retail","67555","Becker",1,-2,1,1,25,"kg","Non-automated","2018-03-14 00:00:01","2018-03-12 00:00:01"," DE","254,76","10,19"
"15914891","UPS","Pallets","Aachen",110,110,0,0,"Retail","67555","Becker",1,-2,1,1,110,"kg","Non-automated","2018-03-14 00:00:01","2018-03-12 00:00:01"," DE","807,9","7,34"
"15914491","UPS","Pallets","Aachen",146,147,0,0,"Retail","67555","Becker",1,-2,0,1,147,"kg","Non-automated","2018-03-14 00:00:01","2018-03-12 00:00:01"," DE","1541,44","10,49"
"15965391","UPS","Pallets","Essen",25,25,0,0,"Retail","67555","Becker",1,-2,1,1,25,"kg","Non-automated","2018-03-14 00:00:01","2018-03-12 00:00:01"," DE","254,76","10,19"
"15961191","UPS","Crates","Aachen",5000,4291,-20,20,"Retail","10355","Steiner Stiftung & Co. KG",4,7,0,0,3690,"kg","Non-automated","2018-05-08 00:00:01","2018-05-15 00:00:01"," DE","26568,0","7,2"
"15966591","FedEx","Pallets","Crefeld",46,46,0,0,"Construction","6155","Meißner GmbH & Co. KGaA",2,0,1,1,46,"kg","Non-automated","2018-06-06 00:00:01","2018-06-06 00:00:01"," CH","228,3","4,96"
"15966192","FedEx","Pallets","Essen",222,222,0,0,"Construction","6155","Meißner GmbH & Co. KGaA",1,-6,1,1,222,"kg","Non-automated","2018-05-30 00:00:01","2018-05-24 00:00:01"," CH","1372,0","6,18"
"15966193","FedEx","Pallets","Essen",221,221,0,0,"Construction","6155","Meißner GmbH & Co. KGaA",1,-6,1,1,221,"kg","Non-automated","2018-05-30 00:00:01","2018-05-24 00:00:01"," CH","1361,0","6,16"
"15966195","FedEx","Pallets","Essen",179,179,0,0,"Construction","6155","Meißner GmbH & Co. KGaA",1,-6,1,1,179,"kg","Non-automated","2018-05-30 00:00:01","2018-05-24 00:00:01"," CH","1135,6","6,34"
"15966692","UPS","Crates","Aachen",1000,1031,-20,20,"Retail","82555","Eberhardt",1,0,0,1,1031,"kg","Non-automated","2018-04-24 00:00:01","2018-04-24 00:00:01"," DE","6309,72","6,12"
"15966391","UPS","Crates","Essen",1855,1855,-20,20,"Retail","69555","Wiegand",2,0,1,1,1855,"kg","Non-automated","2018-03-22 00:00:01","2018-03-22 00:00:01"," DE","13578,6","7,32"
"15967791","UPS","Crates","Essen",283,315,-10,20,"Construction","70705","Reich Schumann GmbH",1,-1,0,1,315,"kg","Non-automated","2018-04-24 00:00:01","2018-04-23 00:00:01"," NL","1634,85","5,19"
"15988791","UPS","Crates","Aachen",2700,2752,-5,10,"Retail","76235","Hildebrandt",1,-1,0,1,2752,"kg","Non-automated","2018-05-30 00:00:01","2018-05-29 00:00:01"," FR","20447,36","7,43"
"15988391","UPS","Crates","Aachen",2000,1451,-20,20,"Retail","82555","Eberhardt",1,-1,0,1,1451,"kg","Non-automated","2018-05-03 00:00:01","2018-05-02 00:00:01"," DE","8691,49","5,99"
"15988892","UPS","Pallets","Aachen",65,65,0,0,"Retail","35755","Graf KG",1,-1,1,1,65,"kg","Non-automated","2018-05-08 00:00:01","2018-05-07 00:00:01"," DE","444,72","6,84"
"15982791","UPS","Crates","Aachen",3351,3351,-20,20,"Retail","69555","Wiegand",2,0,1,1,3351,"kg","Non-automated","2018-04-24 00:00:01","2018-04-24 00:00:01"," DE","29110,04","8,69"
"15982993","UPS","Crates","Aachen",1835,1835,-20,20,"Retail","91595","Jürgens",2,0,1,1,1835,"kg","Non-automated","2018-04-19 00:00:01","2018-04-19 00:00:01"," DE","10000,75","5,45"
"15982894","UPS","Crates","Aachen",5025,5025,-20,20,"Retail","91595","Jürgens",1,0,1,1,5025,"kg","Non-automated","2018-04-19 00:00:01","2018-04-19 00:00:01"," DE","27336,0","5,44"
"15982291","UPS","Crates","Essen",1000,1115,-20,20,"Retail","91595","Jürgens",1,0,0,1,1115,"kg","Non-automated","2018-04-24 00:00:01","2018-04-24 00:00:01"," DE","5976,4","5,36"
"15982491","UPS","Crates","Aachen",3316,3316,-20,20,"Retail","91595","Jürgens",1,0,1,1,3316,"kg","Non-automated","2018-05-24 00:00:01","2018-05-24 00:00:01"," DE","18901,2","5,7"
"15984092","FedEx","Crates","Aachen",1300,1344,-5,20,"Construction","6155","Meißner GmbH & Co. KGaA",1,0,0,1,1344,"kg","Non-automated","2018-06-20 00:00:01","2018-06-20 00:00:01"," CH","7109,76","5,29"
"15984096","FedEx","Pallets","Essen",148,148,0,0,"Construction","6155","Meißner GmbH & Co. KGaA",1,-5,1,1,148,"kg","Non-automated","2018-07-25 00:00:01","2018-07-20 00:00:01"," CH","895,75","6,05"
"15925791","UPS","Pallets","Aachen",375,375,0,0,"Retail","36555","Steinbach",1,0,1,1,375,"kg","Non-automated","2018-05-08 00:00:01","2018-05-08 00:00:01"," DE","4330,57","11,55"
"15921591","UPS","Pallets","Aachen",10,10,0,0,"Retail","67555","Becker",1,0,1,1,10,"kg","Non-automated","2018-05-02 00:00:01","2018-05-02 00:00:01"," DE","68,63","6,86"
"15921691","UPS","Pallets","Aachen",10,10,0,0,"Retail","67555","Becker",1,0,1,1,10,"kg","Non-automated","2018-05-02 00:00:01","2018-05-02 00:00:01"," DE","68,63","6,86"
"15921091","UPS","Pallets","Aachen",470,470,0,0,"Retail","67555","Becker",1,0,1,1,470,"kg","Non-automated","2018-04-23 00:00:01","2018-04-23 00:00:01"," DE","6082,6","12,94"
"15921891","UPS","Pallets","Essen",71,71,0,0,"Retail","67555","Becker",1,0,1,1,71,"kg","Non-automated","2018-04-23 00:00:01","2018-04-23 00:00:01"," DE","691,32","9,74"
"15921491","UPS","Pallets","Aachen",59,59,0,0,"Retail","67555","Becker",1,0,1,1,59,"kg","Non-automated","2018-04-23 00:00:01","2018-04-23 00:00:01"," DE","878,68","14,89"
"15926591","UPS","Pallets","Aachen",40,40,0,0,"Retail","67555","Becker",1,0,1,1,40,"kg","Non-automated","2018-04-23 00:00:01","2018-04-23 00:00:01"," DE","289,44","7,24"
"15926691","UPS","Pallets","Essen",78,78,0,0,"Retail","67555","Becker",1,0,1,1,78,"kg","Non-automated","2018-04-23 00:00:01","2018-04-23 00:00:01"," DE","827,36","10,61"
"15926391","UPS","Pallets","Aachen",56,56,0,0,"Retail","67555","Becker",1,0,1,1,56,"kg","Non-automated","2018-04-23 00:00:01","2018-04-23 00:00:01"," DE","836,78","14,94"
"15926991","UPS","Pallets","Aachen",22,22,0,0,"Retail","67555","Becker",1,0,1,1,22,"kg","Non-automated","2018-04-23 00:00:01","2018-04-23 00:00:01"," DE","160,8","7,31"
"15926091","UPS","Pallets","Aachen",41,41,0,0,"Retail","67555","Becker",1,0,1,1,41,"kg","Non-automated","2018-04-23 00:00:01","2018-04-23 00:00:01"," DE","294,15","7,17"
"15926291","UPS","Pallets","Essen",81,81,0,0,"Retail","67555","Becker",1,0,1,1,81,"kg","Non-automated","2018-04-23 00:00:01","2018-04-23 00:00:01"," DE","777,76","9,6"
"15926491","UPS","Pallets","Aachen",56,56,0,0,"Retail","67555","Becker",1,0,1,1,56,"kg","Non-automated","2018-04-23 00:00:01","2018-04-23 00:00:01"," DE","588,88","10,52"
"15927591","UPS","Pallets","Aachen",9,9,0,0,"Retail","67555","Becker",1,0,1,1,9,"kg","Non-automated","2018-04-23 00:00:01","2018-04-23 00:00:01"," DE","64,32","7,15"
"15927191","UPS","Pallets","Aachen",16,16,0,0,"Retail","67555","Becker",1,0,1,1,16,"kg","Non-automated","2018-04-23 00:00:01","2018-04-23 00:00:01"," DE","117,66","7,35"
"15927691","UPS","Pallets","Essen",10,10,0,0,"Retail","67555","Becker",1,0,1,1,10,"kg","Non-automated","2018-04-23 00:00:01","2018-04-23 00:00:01"," DE","103,42","10,34"
"15927791","UPS","Pallets","Essen",20,20,0,0,"Retail","67555","Becker",1,0,1,1,20,"kg","Non-automated","2018-04-23 00:00:01","2018-04-23 00:00:01"," DE","194,44","9,72"
"15927391","UPS","Pallets","Aachen",56,56,0,0,"Retail","67555","Becker",1,0,1,1,56,"kg","Non-automated","2018-04-23 00:00:01","2018-04-23 00:00:01"," DE","836,78","14,94"
"15927991","UPS","Pallets","Aachen",9,9,0,0,"Retail","67555","Becker",1,0,1,1,9,"kg","Non-automated","2018-04-23 00:00:01","2018-04-23 00:00:01"," DE","64,32","7,15"
"15927091","UPS","Pallets","Aachen",16,16,0,0,"Retail","67555","Becker",1,0,1,1,16,"kg","Non-automated","2018-04-23 00:00:01","2018-04-23 00:00:01"," DE","117,66","7,35"
"15927891","UPS","Pallets","Essen",18,18,0,0,"Retail","67555","Becker",1,0,1,1,18,"kg","Non-automated","2018-04-23 00:00:01","2018-04-23 00:00:01"," DE","178,68","9,93"
"15927491","UPS","Pallets","Aachen",59,59,0,0,"Retail","67555","Becker",1,0,1,1,59,"kg","Non-automated","2018-04-23 00:00:01","2018-04-23 00:00:01"," DE","833,07","14,12"
"15923591","UPS","Pallets","Aachen",329,330,0,0,"Retail","67555","Becker",1,0,0,1,330,"kg","Non-automated","2018-04-23 00:00:01","2018-04-23 00:00:01"," DE","4257,82","12,9"
"15923691","UPS","Pallets","Aachen",94,94,0,0,"Retail","67555","Becker",1,0,1,1,94,"kg","Non-automated","2018-04-23 00:00:01","2018-04-23 00:00:01"," DE","1216,52","12,94"
"15923791","UPS","Crates","Aachen",5100,5139,-20,20,"Retail","69555","Wiegand",2,0,0,1,5139,"kg","Non-automated","2018-04-26 00:00:01","2018-04-26 00:00:01"," DE","27082,53","5,27"
"15923391","UPS","Crates","Aachen",5100,5392,-20,20,"Retail","69555","Wiegand",2,0,0,1,5392,"kg","Non-automated","2018-05-08 00:00:01","2018-05-08 00:00:01"," DE","30195,2","5,6"
"15929191","UPS","Pallets","Crefeld",38,38,0,0,"Retail","38955","Adam KG",5,0,1,1,38,"kg","Non-automated","2018-05-14 00:00:01","2018-05-14 00:00:01"," SE","571,35","15,04"
"15929192","UPS","Pallets","Crefeld",38,38,0,0,"Retail","38955","Adam KG",5,0,1,1,38,"kg","Non-automated","2018-05-14 00:00:01","2018-05-14 00:00:01"," SE","571,35","15,04"
"15929791","UPS","Crates","Aachen",5000,4756,-20,20,"Retail","38955","Adam KG",5,7,0,0,3580,"kg","Non-automated","2018-06-06 00:00:01","2018-06-13 00:00:01"," SE","28317,8","7,91"
"15928591","UPS","Crates","Essen",2000,2100,-20,20,"Retail","93955","Ritter Adler GbR",1,0,0,1,2100,"kg","Non-automated","2018-05-22 00:00:01","2018-05-22 00:00:01"," DE","14574,0","6,94"
"15928691","UPS","Crates","Essen",2000,1900,-10,10,"Retail","93955","Ritter Adler GbR",1,7,0,0,1900,"kg","Non-automated","2018-05-22 00:00:01","2018-05-29 00:00:01"," DE","13832,0","7,28"
"15928991","UPS","Crates","Aachen",600,636,-30,0,"Retail","93955","Ritter Adler GbR",1,0,0,1,636,"kg","Non-automated","2018-05-08 00:00:01","2018-05-08 00:00:01"," DE","6851,76","10,77"
"15928092","UPS","Pallets","Essen",90,90,0,0,"Retail","35955","Pietsch AG",1,0,1,1,90,"kg","Non-automated","2018-04-12 00:00:01","2018-04-12 00:00:01"," DE","384,8","4,28"
"15928291","UPS","Crates","Aachen",3000,3386,0,20,"Retail","68955","Fritz",1,0,0,1,3386,"kg","Non-automated","2018-06-26 00:00:01","2018-06-26 00:00:01"," DE","18081,24","5,34"
"15928293","UPS","Crates","Aachen",1642,1642,-10,10,"Retail","68955","Fritz",1,0,1,1,1642,"kg","Non-automated","2018-06-26 00:00:01","2018-06-26 00:00:01"," DE","12828,75","7,81"
"15928491","UPS","Crates","Aachen",2000,2087,0,20,"Retail","68955","Fritz",1,0,0,1,2087,"kg","Non-automated","2018-06-19 00:00:01","2018-06-19 00:00:01"," DE","11144,58","5,34"
"15922191","UPS","Crates","Aachen",2000,2260,0,20,"Retail","68955","Fritz",1,-4,0,1,2260,"kg","Non-automated","2018-05-29 00:00:01","2018-05-25 00:00:01"," DE","12181,4","5,39"
"15922691","UPS","Pallets","Duisburg",556,502,0,10,"Retail","76235","Hildebrandt",1,0,0,1,502,"kg","Non-automated","2018-06-13 00:00:01","2018-06-13 00:00:01"," FR","4361,46","8,69"
"15922391","UPS","Pallets","Aachen",351,351,0,0,"Retail","37789","Krauß AG",1,-1,1,1,351,"kg","Non-automated","2018-05-15 00:00:01","2018-05-14 00:00:01"," DE","3584,0","10,21"
"15922491","UPS","Pallets","Aachen",103,103,0,0,"Retail","67555","Becker",1,-2,1,1,103,"kg","Non-automated","2018-04-18 00:00:01","2018-04-16 00:00:01"," DE","649,08","6,3"
"15924791","UPS","Pallets","Aachen",650,649,0,0,"Retail","67555","Becker",1,0,0,1,324,"kg","Non-automated","2018-04-25 00:00:01","2018-04-25 00:00:01"," DE","4202,5","12,97"
"15924091","UPS","Pallets","Aachen",148,148,0,0,"Retail","67555","Becker",1,-2,1,1,148,"kg","Non-automated","2018-04-25 00:00:01","2018-04-23 00:00:01"," DE","1058,94","7,16"
"15924491","UPS","Pallets","Aachen",59,59,0,0,"Retail","67555","Becker",1,0,1,1,59,"kg","Non-automated","2018-04-25 00:00:01","2018-04-25 00:00:01"," DE","618,34","10,48"
"15945391","UPS","Pallets","Aachen",154,154,0,0,"Retail","67555","Becker",1,0,1,1,154,"kg","Non-automated","2018-04-25 00:00:01","2018-04-25 00:00:01"," DE","1475,52","9,58"
"15945291","UPS","Pallets","Essen",74,74,0,0,"Retail","67555","Becker",1,-2,1,1,74,"kg","Non-automated","2018-04-25 00:00:01","2018-04-23 00:00:01"," DE","538,96","7,28"
"15945491","UPS","Pallets","Aachen",205,205,0,0,"Retail","67555","Becker",1,0,1,1,205,"kg","Non-automated","2018-04-25 00:00:01","2018-04-25 00:00:01"," DE","1967,36","9,6"
"15941191","UPS","Pallets","Aachen",31,31,0,0,"Retail","67555","Becker",1,-2,1,1,31,"kg","Non-automated","2018-04-25 00:00:01","2018-04-23 00:00:01"," DE","225,12","7,26"
"15941391","UPS","Pallets","Aachen",279,279,0,0,"Retail","67555","Becker",1,0,1,1,279,"kg","Non-automated","2018-04-25 00:00:01","2018-04-25 00:00:01"," DE","2683,2","9,62"
"15946591","UPS","Pallets","Aachen",117,117,0,0,"Retail","67555","Becker",1,-2,1,1,117,"kg","Non-automated","2018-04-25 00:00:01","2018-04-23 00:00:01"," DE","1327,36","11,34"
"15946191","UPS","Pallets","Aachen",229,228,0,0,"Retail","67555","Becker",1,0,0,1,228,"kg","Non-automated","2018-04-25 00:00:01","2018-04-25 00:00:01"," DE","1943,0","8,52"
"15946691","UPS","Pallets","Aachen",91,92,0,0,"Retail","67555","Becker",1,0,0,1,92,"kg","Non-automated","2018-04-25 00:00:01","2018-04-25 00:00:01"," DE","1150,0","12,5"
"15946791","UPS","Pallets","Aachen",91,92,0,0,"Retail","67555","Becker",1,0,0,1,92,"kg","Non-automated","2018-04-25 00:00:01","2018-04-25 00:00:01"," DE","777,2","8,45"
"15943791","UPS","Pallets","Aachen",59,59,0,0,"Retail","67555","Becker",1,-2,1,1,59,"kg","Non-automated","2018-04-25 00:00:01","2018-04-23 00:00:01"," DE","563,5","9,55"
"15949591","UPS","Pallets","Aachen",154,154,0,0,"Retail","67555","Becker",1,0,1,1,154,"kg","Non-automated","2018-04-25 00:00:01","2018-04-25 00:00:01"," DE","1619,16","10,51"
"15949791","UPS","Pallets","Aachen",168,168,0,0,"Retail","67555","Becker",1,-2,1,1,168,"kg","Non-automated","2018-04-25 00:00:01","2018-04-23 00:00:01"," DE","1766,64","10,52"
"15949891","UPS","Crates","Essen",5000,5195,-10,10,"Retail","93955","Ritter Adler GbR",1,-5,0,1,5195,"kg","Non-automated","2018-05-29 00:00:01","2018-05-24 00:00:01"," DE","30962,2","5,96"
"15949491","UPS","Crates","Aachen",6000,5168,-20,20,"Retail","07305","Huber AG",1,0,0,1,5168,"kg","Non-automated","2018-06-05 00:00:01","2018-06-05 00:00:01"," DE","29664,32","5,74"
"15940193","UPS","Crates","Aachen",2700,2699,-20,20,"Retail","07305","Huber AG",1,0,1,1,2699,"kg","Non-automated","2018-07-10 00:00:01","2018-07-10 00:00:01"," DE","16005,07","5,93"
"15940791","UPS","Crates","Aachen",5000,5301,-5,15,"Construction","60995","Schreiner",1,7,0,0,4551,"kg","Non-automated","2018-07-11 00:00:01","2018-07-18 00:00:01"," FR","28034,16","6,16"
"15940091","UPS","Pallets","Essen",816,816,-10,30,"Construction","82895","Reimann AG",1,-1,1,1,816,"kg","Non-automated","2018-07-04 00:00:01","2018-07-03 00:00:01"," FR","3312,96","4,06"
"15940092","UPS","Pallets","Essen",257,257,-10,30,"Construction","82895","Reimann AG",1,-1,1,1,257,"kg","Non-automated","2018-07-04 00:00:01","2018-07-03 00:00:01"," FR","935,48","3,64"
"15940493","DHL","Pallets","Aachen",1332,1333,0,0,"Retail","1455","Kraft",1,2,0,0,1333,"kg","Non-automated","2018-05-22 00:00:01","2018-05-24 00:00:01"," SI","15435,0","11,58"
"159481916","FedEx","Pallets","Essen",388,388,0,0,"Construction","6155","Meißner GmbH & Co. KGaA",2,0,1,1,388,"kg","Non-automated","2018-07-18 00:00:01","2018-07-18 00:00:01"," CH","2267,4","5,84"
"159481917","FedEx","Pallets","Essen",60,60,0,0,"Construction","6155","Meißner GmbH & Co. KGaA",2,0,1,1,60,"kg","Non-automated","2018-07-18 00:00:01","2018-07-18 00:00:01"," CH","351,0","5,85"
"15948194","FedEx","Pallets","Essen",200,200,0,0,"Construction","6155","Meißner GmbH & Co. KGaA",2,0,1,1,200,"kg","Non-automated","2018-07-18 00:00:01","2018-07-18 00:00:01"," CH","1167,75","5,84"
"15948195","FedEx","Pallets","Essen",156,156,0,0,"Construction","6155","Meißner GmbH & Co. KGaA",2,0,1,1,156,"kg","Non-automated","2018-07-18 00:00:01","2018-07-18 00:00:01"," CH","904,0","5,79"
"15948196","FedEx","Pallets","Essen",195,195,0,0,"Construction","6155","Meißner GmbH & Co. KGaA",2,0,1,1,195,"kg","Non-automated","2018-07-18 00:00:01","2018-07-18 00:00:01"," CH","1224,8","6,28"
"15948691","UPS","Pallets","Crefeld",70,70,0,0,"Retail","38955","Adam KG",1,0,1,1,70,"kg","Non-automated","2018-04-18 00:00:01","2018-04-18 00:00:01"," SE","1044,42","14,92"
"15948391","UPS","Crates","Aachen",3500,3600,-5,15,"Construction","26995","Metz KGaA",1,0,0,1,3600,"kg","Non-automated","2018-06-05 00:00:01","2018-06-05 00:00:01"," DE","23112,0","6,42"
"15948991","FedEx","Pallets","Crefeld",1557,1557,0,0,"Retail","82969","Greiner",1,1,1,0,1557,"kg","Non-automated","2018-05-08 00:00:01","2018-05-09 00:00:01"," DE","17796,0","11,43"
"15948891","UPS","Pallets","Aachen",120,120,0,0,"Retail","67555","Becker",1,0,1,1,120,"kg","Non-automated","2018-05-02 00:00:01","2018-05-02 00:00:01"," DE","1064,9","8,87"
"15948492","UPS","Crates","Aachen",2047,2018,-20,20,"Retail","67655","Voigt",3,0,0,1,2018,"kg","Non-automated","2018-05-16 00:00:01","2018-05-16 00:00:01"," DE","26758,68","13,26"
"15942591","UPS","Crates","Aachen",2500,2585,-20,20,"Retail","67655","Voigt",3,0,0,1,2585,"kg","Non-automated","2018-05-03 00:00:01","2018-05-03 00:00:01"," DE","16905,9","6,54"
